Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Unnamed: 9,Unnamed: 10,Model_Code,Clean_Name
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,MONERAGALA,BRAND NEW,1,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,MATALE,BRAND NEW,2,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,TRINCOMALEE,BRAND NEW,2,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,PUTTALAM,BRAND NEW,2,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,NUWARA-ELIYA,BRAND NEW,2,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,POLONNARUWA,BRAND NEW,3,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,BADULLA,BRAND NEW,3,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,MANNAR,BRAND NEW,4,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,ANURADHAPURA,BRAND NEW,4,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,KEGALLE,BRAND NEW,6,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,MATARA,BRAND NEW,6,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,GALLE,BRAND NEW,7,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,BATTICALOA,BRAND NEW,8,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,KURUNEGALA,BRAND NEW,9,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,RATNAPURA,BRAND NEW,9,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,KALUTARA,BRAND NEW,11,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,JAFFNA,BRAND NEW,14,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,KANDY,BRAND NEW,14,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,GAMPAHA,BRAND NEW,30,,,,RE 4S AUTORICKSHOW
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHOW,INDIA,PETROL,237.0,COLOMBO,BRAND NEW,30,,,,RE 4S AUTORICKSHOW
THREE WHEELER,ELEKTRATEQ,ETX,SRI LANKA,ELECTRIC,5.0,GAMPAHA,BRAND NEW-L/MANUFACT,1,,,,ETX
THREE WHEELER,ELEKTRATEQ,ETX,SRI LANKA,ELECTRIC,5.0,JAFFNA,BRAND NEW-L/MANUFACT,1,,,,ETX
THREE WHEELER,ELEKTRATEQ,ETX,SRI LANKA,ELECTRIC,5.0,COLOMBO,BRAND NEW-L/MANUFACT,3,,,,ETX
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,TRINCOMALEE,LOCALLY BUILT,1,,,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,MATALE,LOCALLY BUILT,1,,,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,GAMPAHA,LOCALLY BUILT,1,,,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,1,,,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,ANURADHAPURA,LOCALLY BUILT,1,,,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,KURUNEGALA,LOCALLY BUILT,2,,,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,AMPARA,LOCALLY BUILT,2,,,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,BATTICALOA,LOCALLY BUILT,2,,,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,KEGALLE,LOCALLY BUILT,1,,,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,GALLE,LOCALLY BUILT,1,,,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,TRINCOMALEE,LOCALLY BUILT,2,,,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,MATALE,LOCALLY BUILT,2,,,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,KURUNEGALA,LOCALLY BUILT,3,,,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,POLONNARUWA,LOCALLY BUILT,4,,,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,ANURADHAPURA,LOCALLY BUILT,14,,,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BEDTRAILER,SRI LANKA,NOT STATED,0.0,JAFFNA,LOCALLY BUILT,1,,,,LOW BEDTRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,POLONNARUWA,LOCALLY BUILT,1,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,MANNAR,LOCALLY BUILT,1,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,KILINOCHCHI,LOCALLY BUILT,1,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,GAMPAHA,LOCALLY BUILT,1,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,KANDY,LOCALLY BUILT,1,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,KURUNEGALA,LOCALLY BUILT,2,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,PUTTALAM,LOCALLY BUILT,2,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,TRINCOMALEE,LOCALLY BUILT,2,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,JAFFNA,LOCALLY BUILT,2,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,ANURADHAPURA,LOCALLY BUILT,3,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,MONERAGALA,LOCALLY BUILT,3,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,MULLATIVU,LOCALLY BUILT,4,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,AMPARA,LOCALLY BUILT,4,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,VAVUNIYA,LOCALLY BUILT,5,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR  TRAILER,SRI LANKA,NOT STATED,0.0,BATTICALOA,LOCALLY BUILT,9,,,,TRACTOR  TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,KALUTARA,LOCALLY BUILT,1,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,GALLE,LOCALLY BUILT,1,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,KANDY,LOCALLY BUILT,1,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,2,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,BADULLA,LOCALLY BUILT,2,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,MATARA,LOCALLY BUILT,3,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,GAMPAHA,LOCALLY BUILT,3,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,RATNAPURA,LOCALLY BUILT,3,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,BATTICALOA,LOCALLY BUILT,4,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,MULLATIVU,LOCALLY BUILT,6,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,KILINOCHCHI,LOCALLY BUILT,6,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,PUTTALAM,LOCALLY BUILT,8,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,MANNAR,LOCALLY BUILT,9,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,TRINCOMALEE,LOCALLY BUILT,9,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,VAVUNIYA,LOCALLY BUILT,9,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,POLONNARUWA,LOCALLY BUILT,9,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,HAMBANTOTA,LOCALLY BUILT,10,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,AMPARA,LOCALLY BUILT,10,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,MONERAGALA,LOCALLY BUILT,15,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,KURUNEGALA,LOCALLY BUILT,15,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,JAFFNA,LOCALLY BUILT,16,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,ANURADHAPURA,LOCALLY BUILT,16,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRAILER BOWSER,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,1,,,,TRAILER BOWSER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRAILER BOWSER,SRI LANKA,NOT STATED,0.0,KANDY,LOCALLY BUILT,1,,,,TRAILER BOWSER
TRACTOR TRAILER/BOWSER,WIMAL AGRO,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,MONERAGALA,LOCALLY BUILT,1,,,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,WIMAL AGRO,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,KEGALLE,LOCALLY BUILT,2,,,,TRACTOR TRAILER
