Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,KANDY,LOCALLY BUILT,4,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,JAFFNA,LOCALLY BUILT,1,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRAILER BOWSER,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,1,,TRAILER BOWSER
MOTOR CYCLE,SUZUKI,BURGMAN,INDIA,PETROL,125.0,GALLE,BOUGHT FROM AUCTION,2,,BURGMAN
CAR,DFSK,GLORY 330,SRI LANKA,DIESEL,1248.0,COLOMBO,LOCALLY BUILT,2,,GLORY 330
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRAILER BOWSER,SRI LANKA,NOT STATED,0.0,KURUNEGALA,LOCALLY BUILT,1,,TRAILER BOWSER
MOTOR CYCLE,SUZUKI,BURGMAN,INDIA,PETROL,125.0,KEGALLE,BOUGHT FROM AUCTION,1,,BURGMAN
LORRY TRAILER/BOWSER,DYNAMIC,FLAT BED TRAILER,SRI LANKA,NOT STATED,0.0,VAVUNIYA,LOCALLY BUILT,1,,FLAT BED TRAILER
MOTOR CYCLE,NWOW,TK 10,CHINA,ELECTRIC,0.8,KALUTARA,BRAND NEW,4,,TK 10
MOTOR CYCLE,NWOW,TK 10,CHINA,ELECTRIC,0.8,COLOMBO,BRAND NEW,19,,TK 10
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,4,,MNK3
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,RATNAPURA,BRAND NEW,1,,Q1
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,HAMBANTOTA,BRAND NEW,3,,Q1
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,MATARA,BRAND NEW,57,,T5
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,157,,T5
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,ANURADHAPURA,BRAND NEW,6,,T 9
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,ANURADHAPURA,BRAND NEW,4,,45DI
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,MATARA,BRAND NEW,13,,T 9
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,PUTTALAM,BRAND NEW,4,,T 9
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW,7,,T 9
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,5,,ZS
LAND VEHICLE (SMALL),NEW LION,RV125-2,CHINA,DIESEL,624.0,ANURADHAPURA,BRAND NEW,1,RV125-2,Unknown
LAND VEHICLE,SOLIS,SOLIS-26,INDIA,DIESEL,1318.0,MONERAGALA,BRAND NEW,1,SOLIS-26,Unknown
MOTOR CYCLE,NWOW,WSP,CHINA,ELECTRIC,1.5,RATNAPURA,BRAND NEW,1,,WSP
LAND VEHICLE,MAHINDRA,575DI XP PLUS,INDIA,DIESEL,2979.0,BATTICALOA,BRAND NEW,2,,575DI XP PLUS
MOTOR CYCLE,LUYUAN,S90 PLUS,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,1,,S90 PLUS
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,KURUNEGALA,BRAND NEW,3,,MNK3
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,MATARA,BRAND NEW,2,,XGW
PRIMER MOVER,LANKA ASHOK LEYLAND,U4019,INDIA,DIESEL,5759.0,JAFFNA,BRAND NEW,2,,U4019
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,ANURADHAPURA,BRAND NEW,2,RV125-2,Unknown
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,ANURADHAPURA,BRAND NEW,5,RV125-2,Unknown
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,AMPARA,BRAND NEW,3,RV125-2,Unknown
MOTOR CYCLE,DECO,EBIKE,CHINA,ELECTRIC,0.8,COLOMBO,BRAND NEW,1,,EBIKE
COMMERCIAL,TOYOTA,HIACE GDH322R-EDTDY,JAPAN,DIESEL,2755.0,COLOMBO,BRAND NEW,7,,HIACE GDH322R-EDTDY
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,CHINA,ELECTRIC,2.5,GALLE,BRAND NEW,2,,TS STREET HUNTER
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,CHINA,ELECTRIC,2.5,GAMPAHA,BRAND NEW,4,,TS STREET HUNTER
MOTOR CYCLE,YADEA,YD-EMH9,CHINA,ELECTRIC,0.35,COLOMBO,RECONDITIONED,1,YD-EMH9,Unknown
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,KURUNEGALA,RECONDITIONED,1,,PCX
CAR,SUZUKI,DBA-HA36S ALTO,JAPAN,PETROL,650.0,KANDY,RECONDITIONED,1,DBA-HA36S,ALTO
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,157.0,KURUNEGALA,RECONDITIONED,1,,PCX
MOTOR CYCLE,LUYUAN,LY1200DT-26A,CHINA,ELECTRIC,1.2,MONERAGALA,RECONDITIONED,1,,LY1200DT-26A
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,COLOMBO,RECONDITIONED,5,,PCX 160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,GAMPAHA,RECONDITIONED,7,,ADV 160
LAND VEHICLE (SMALL),KUBOTA,K600A,JAPAN,DIESEL,422.0,JAFFNA,RECONDITIONED,2,,K600A
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,NUWARA-ELIYA,RECONDITIONED,1,,PCX 160
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,KR-SKF6MM-DELICA,JAPAN,DIESEL,1990.0,GALLE,RECONDITIONED,1,KR-SKF6MM-DELICA,Unknown
CAR,MINI,COOPERS-3BA-XU20MW,GERMANY,PETROL,1990.0,COLOMBO,RECONDITIONED,1,,COOPERS-3BA-XU20MW
SPECIAL PURPOSE VEHICLE,KOMATSU,GD405A MOTOR GRADER,JAPAN,DIESEL,5883.0,ANURADHAPURA,RECONDITIONED,1,,GD405A MOTOR GRADER
LAND VEHICLE,MASSEY FERGUSON,MF135,JAPAN,DIESEL,2500.0,JAFFNA,RECONDITIONED,1,,MF135
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,KALUTARA,RECONDITIONED,1,,PCX 125
MOTOR LORRY (COMMERCIAL),ISUZU,TKG-NJR85AD ELF,JAPAN,DIESEL,2990.0,GALLE,RECONDITIONED,1,TKG-NJR85AD,ELF
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,MATARA,RECONDITIONED,1,,PCX
MOTOR CYCLE,AMIGO,BELLAGIO CLASSIC,CHINA,PETROL,150.0,COLOMBO,RECONDITIONED,1,,BELLAGIO CLASSIC
MOTOR CYCLE,HONDA,ADV,MALAYSIA,PETROL,157.0,COLOMBO,RECONDITIONED,1,,ADV
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,157.0,GAMPAHA,RECONDITIONED,1,,PCX 125
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,PUTTALAM,RECONDITIONED,1,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,156.0,COLOMBO,RECONDITIONED,1,,PCX 160
THREE WHEELER,ELEKTRATEQ,ETX,SRI LANKA,ELECTRIC,5.0,COLOMBO,BRAND NEW-L/MANUFACT,2,,ETX
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.79,MATARA,BRAND NEW-L/MANUFACT,1,,NTORQ 125
CAR,EMPEROR,NZE  141,SRI LANKA,PETROL,1500.0,GAMPAHA,USED PARTS-ASSEMBLED,1,,NZE  141
CAR,EMPEROR,NZT 240,SRI LANKA,PETROL,1496.0,RATNAPURA,USED PARTS-ASSEMBLED,1,,NZT 240
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,KURUNEGALA,LOCALLY BUILT,12,,LOW BED TRAILER
MOTOR TRICYCLE VAN,PIAGGIO,APE EXTRA LD,INDIA,DIESEL,435.0,GALLE,BOUGHT FROM AUCTION,1,,APE EXTRA LD
MOTOR CYCLE,SUZUKI,BURGMAN,INDIA,PETROL,125.0,KALUTARA,BOUGHT FROM AUCTION,13,,BURGMAN
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLST-40/40T,SRI LANKA,NOT STATED,0.0,GAMPAHA,LOCALLY BUILT,5,DLST-40,/40T
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,ANURADHAPURA,BRAND NEW,7,,ZS
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,GALLE,BRAND NEW,3,,IQUBE
MOTOR CYCLE,HERO,GISMO,CHINA,PETROL,48.0,KALUTARA,BRAND NEW,1,,GISMO
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,ANURADHAPURA,BRAND NEW,2,,Q1
MOTOR CYCLE,YADEA,E8S PRO,CHINA,ELECTRIC,2.0,MATARA,BRAND NEW,3,,E8S PRO
MOTOR CYCLE,LUYUAN,MS90,CHINA,ELECTRIC,1.5,HAMBANTOTA,BRAND NEW,1,,MS90
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,11,,T 9
MOTOR CYCLE,YADEA,E8S PRO,CHINA,ELECTRIC,2.0,GALLE,BRAND NEW,1,,E8S PRO
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,COLOMBO,BRAND NEW,6,,T 9
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,AMPARA,BRAND NEW,4,,MNK3
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,MONERAGALA,BRAND NEW,1,RV125-2,Unknown
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,RATNAPURA,BRAND NEW,2,,RV 400
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,KALUTARA,BRAND NEW,2,,IQUBE
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,MATARA,BRAND NEW,2,,ZL
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,MONERAGALA,BRAND NEW,3,,T 9
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,TRINCOMALEE,BRAND NEW,1,,EPOC H
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,KANDY,BRAND NEW,1,ELO-07,Unknown
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,KURUNEGALA,BRAND NEW,1,RV125-2,Unknown
MOTOR CYCLE,NWOW,V11,CHINA,ELECTRIC,1.0,JAFFNA,BRAND NEW,1,,V11
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,HAMBANTOTA,BRAND NEW,3,ELO-07,Unknown
MOTOR CYCLE,YADEA,E8S PRO,CHINA,ELECTRIC,2.0,RATNAPURA,BRAND NEW,1,,E8S PRO
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,HAMBANTOTA,BRAND NEW,1,,SE
COMMERCIAL,TOYOTA,HIACE GDH322R-EDFDY,JAPAN,DIESEL,2755.0,COLOMBO,BRAND NEW,6,,HIACE GDH322R-EDFDY
COMMERCIAL,TOYOTA,GDH322R-EDTDY HIACE,JAPAN,DIESEL,2755.0,COLOMBO,BRAND NEW,5,,GDH322R-EDTDY HIACE
LAND VEHICLE,E KUBOTA,EK3-471 4WD,INDIA,DIESEL,2761.0,AMPARA,BRAND NEW,1,EK3-471,4WD
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,COLOMBO,RECONDITIONED,12,,ADV 160
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,PUTTALAM,RECONDITIONED,12,,PCX 125
MOTOR CYCLE,YAMAHA,FZ-S,INDIA,PETROL,149.0,AMPARA,RECONDITIONED,2,FZ-S,Unknown
MOTOR CYCLE,HONDA,8BK-KF47,JAPAN,PETROL,157.0,GAMPAHA,RECONDITIONED,1,8BK-KF47,PCX
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,157.0,MATALE,RECONDITIONED,1,,PCX
MOTOR CYCLE,HONDA,8BK-KF47,JAPAN,PETROL,157.0,KANDY,RECONDITIONED,3,8BK-KF47,PCX
MOTOR CYCLE,HONDA,8BK-KF47,JAPAN,PETROL,157.0,KURUNEGALA,RECONDITIONED,1,8BK-KF47,PCX
MOTOR CYCLE,KYMCO,KYMCO 50,JAPAN,PETROL,49.0,KANDY,RECONDITIONED,1,,KYMCO 50
LAND VEHICLE (SMALL),YANMAR,YC70,JAPAN,DIESEL,398.0,ANURADHAPURA,RECONDITIONED,1,,YC70
MOTOR CYCLE,SUZUKI,V-STROM 250,INDIA,PETROL,250.0,KANDY,RECONDITIONED,1,,V-STROM 250
MOTOR CYCLE,YADEA,YD400W-48,CHINA,ELECTRIC,0.4,COLOMBO,RECONDITIONED,1,,YD400W-48
MOTOR CYCLE,YADEA,YD 400 W,CHINA,ELECTRIC,0.4,GAMPAHA,RECONDITIONED,1,,YD 400 W
CAR,TOYOTA,5BA-A201A,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,1,5BA-A201A,Unknown
CAR,DAIHATSU,DBA-LA350S,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,1,DBA-LA350S,Unknown
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,GAMPAHA,RECONDITIONED,1,,PCX 160
MOTOR CYCLE,HONDA,8BK-KF47 PCX,JAPAN,PETROL,160.0,KURUNEGALA,RECONDITIONED,1,8BK-KF47,PCX
SPECIAL PURPOSE VEHICLE,FURUKAWA,FL60-1 WHEEL LOADER,JAPAN,DIESEL,2610.0,NUWARA-ELIYA,RECONDITIONED,1,FL60-1,WHEEL LOADER
CAR,EMPEROR,NZE 121,SRI LANKA,PETROL,1497.0,KALUTARA,USED PARTS-ASSEMBLED,1,,NZE 121
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,BATTICALOA,LOCALLY BUILT,39,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,PUTTALAM,LOCALLY BUILT,1,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,GALLE,LOCALLY BUILT,3,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,SACHINTHA,TRILER BOWSER,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,1,,TRILER BOWSER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,BADULLA,LOCALLY BUILT,1,,TRACTOR TRAILER
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,MONERAGALA,BRAND NEW,1,,XGW
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,2,,G18
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,4,,ZL
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,TRINCOMALEE,BRAND NEW,2,,ZL
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,KALUTARA,BRAND NEW,8,,T 9
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,POLONNARUWA,BRAND NEW,4,,T 9
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,COLOMBO,BRAND NEW,1,,MYT
MOTOR CYCLE,REVOLT,RV400BRZ,INDIA,ELECTRIC,3.0,COLOMBO,BRAND NEW,1,,RV400BRZ
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,RATNAPURA,BRAND NEW,6,,MNK3
SPECIAL PURPOSE VEHICLE,TEU,FD25T,CHINA,DIESEL,2369.0,JAFFNA,BRAND NEW,1,,FD25T
MOTOR CYCLE,LUYUAN,S90 PLUS,CHINA,ELECTRIC,1.5,MATARA,BRAND NEW,1,,S90 PLUS
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,AMPARA,BRAND NEW,1,,L 4508
MOTOR CYCLE,VMOTO,CITI,CHINA,ELECTRIC,2.0,COLOMBO,BRAND NEW,6,,CITI
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,GAMPAHA,BRAND NEW,10,,IQUBE
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,PUTTALAM,BRAND NEW,1,,ZS
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW,22,,EPOC H
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,KANDY,BRAND NEW,3,,EPOC H
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,PUTTALAM,BRAND NEW,2,ELO-07,Unknown
MOTOR CYCLE,NWOW,V11,CHINA,ELECTRIC,1.0,MATALE,BRAND NEW,1,,V11
MOTOR CYCLE,NWOW,TK 10,CHINA,ELECTRIC,0.8,MATALE,BRAND NEW,1,,TK 10
LAND VEHICLE,KUBOTA,L3408,JAPAN,DIESEL,1647.0,KURUNEGALA,BRAND NEW,1,,L3408
COMMERCIAL,TOYOTA,GDH322R-EDFDY HIACE,JAPAN,DIESEL,2755.0,COLOMBO,BRAND NEW,1,,GDH322R-EDFDY HIACE
MOTOR CYCLE,YAMAHA,FZS,INDIA,PETROL,150.0,AMPARA,RECONDITIONED,1,,FZS
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,2,3BA-TRJ150W,Unknown
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,KANDY,RECONDITIONED,10,,PCX 160
MOTOR CYCLE,HONDA,8BK-KF47,JAPAN,PETROL,157.0,MATALE,RECONDITIONED,1,8BK-KF47,PCX
MOTOR LORRY (COMMERCIAL),ISUZU,TKG-NMR85N,JAPAN,DIESEL,2990.0,KANDY,RECONDITIONED,1,TKG-NMR85N,Unknown
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,KANDY,RECONDITIONED,2,,PCX 125
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,KANDY,RECONDITIONED,2,,ADV 160
CAR,HONDA,6AA-RV5,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,1,6AA-RV5,Unknown
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,GAMPAHA,RECONDITIONED,2,,PCX
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,ANURADHAPURA,RECONDITIONED,1,,PCX 125
LAND VEHICLE,MITSUBISHI,VT-224-1D,INDIA,DIESEL,980.0,COLOMBO,RECONDITIONED,1,VT-224-1D,Unknown
MOTOR CYCLE,HONDA,ADV160,JAPAN,PETROL,157.0,BATTICALOA,RECONDITIONED,1,,ADV160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,VAVUNIYA,RECONDITIONED,1,,PCX 160
MOTOR CYCLE,ROYAL ENFIELD,METEOR 350,INDIA,PETROL,349.0,COLOMBO,RECONDITIONED,1,,METEOR 350
SPECIAL PURPOSE VEHICLE,KOMATSU,FD35-4,JAPAN,DIESEL,3989.0,COLOMBO,RECONDITIONED,1,FD35-4,Unknown
COMMERCIAL,NISSAN,PDG-EHW41 CIVILIAN,JAPAN,DIESEL,2950.0,RATNAPURA,RECONDITIONED,1,PDG-EHW41,CIVILIAN
MOTOR CYCLE,YAMAHA,FZ-S,INDIA,PETROL,149.0,BATTICALOA,RECONDITIONED,1,FZ-S,Unknown
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,156.0,BATTICALOA,RECONDITIONED,2,,PCX 160
MOTOR CYCLE,YAMAHA,N MAX 155,JAPAN,PETROL,155.0,COLOMBO,RECONDITIONED,1,,N MAX 155
MOTOR LORRY (COMMERCIAL),ISUZU,SKG-NMR85AR,JAPAN,DIESEL,2990.0,KALUTARA,RECONDITIONED,1,SKG-NMR85AR,Unknown
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,GAMPAHA,BRAND NEW-L/MANUFACT,2,,CT 100 ES
THREE WHEELER,ELEKTRATEQ,ETX,SRI LANKA,ELECTRIC,5.0,KANDY,BRAND NEW-L/MANUFACT,1,,ETX
CAR,EMPEROR,NZE121,SRI LANKA,PETROL,1497.0,GAMPAHA,USED PARTS-ASSEMBLED,1,,NZE121
CAR,EMPEROR,NZT  240,SRI LANKA,PETROL,1496.0,PUTTALAM,USED PARTS-ASSEMBLED,1,,NZT  240
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,POLONNARUWA,LOCALLY BUILT,12,,TRACTOR TRAILER
MOTOR TRICYCLE VAN,PIAGGIO,APE EXTRA LD,INDIA,DIESEL,435.0,GAMPAHA,BOUGHT FROM AUCTION,1,,APE EXTRA LD
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRAILER BOWSER,SRI LANKA,NOT STATED,0.0,KANDY,LOCALLY BUILT,1,,TRAILER BOWSER
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW,3,,G18
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,HAMBANTOTA,BRAND NEW,4,,ZS
MOTOR CYCLE,SOLID,FCZJ (E-RIDER),CHINA,ELECTRIC,1.2,KALUTARA,BRAND NEW,1,,FCZJ (E-RIDER)
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,TRINCOMALEE,BRAND NEW,2,,G18
MOTOR CYCLE,LUYUAN,M-MHH-Z30LJ,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,1,,M-MHH-Z30LJ
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,ANURADHAPURA,BRAND NEW,4,,G18
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,GALLE,BRAND NEW,39,,T5
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,BATTICALOA,BRAND NEW,12,,T5
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,TRINCOMALEE,BRAND NEW,2,,L 4508
MOTOR CYCLE,YADEA,E8S PRO,CHINA,ELECTRIC,2.0,COLOMBO,BRAND NEW,5,,E8S PRO
MOTOR CYCLE,YADEA,E8S PRO,CHINA,ELECTRIC,2.0,KALUTARA,BRAND NEW,2,,E8S PRO
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,PUTTALAM,BRAND NEW,34,,T5
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,CHINA,ELECTRIC,2.5,MATARA,BRAND NEW,2,,TS STREET HUNTER
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,MATARA,BRAND NEW,6,,450X
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,KURUNEGALA,BRAND NEW,3,,RV 400
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,5,,EPOC H
CAR,TOYOTA,RAV 4,JAPAN,PETROL/ELE,2487.0,COLOMBO,BRAND NEW,1,,RAV 4
MOTOR CYCLE,LIMA,JV 1.5G,CHINA,ELECTRIC,1.5,MONERAGALA,BRAND NEW,1,,JV 1.5G
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,POLONNARUWA,BRAND NEW,1,ELO-07,Unknown
COMMERCIAL,TOYOTA,GDH301R-GDTDY HIACE,JAPAN,DIESEL,2755.0,GAMPAHA,BRAND NEW,1,,GDH301R-GDTDY HIACE
MOTOR CYCLE,SOLID,MAX,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,2,,MAX
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,1,,XGW
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,GALLE,BRAND NEW,1,,XGW
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,PUTTALAM,BRAND NEW,3,,45DI
MOTOR CYCLE,SUPER SOCO,CPX,CHINA,ELECTRIC,4.0,COLOMBO,BRAND NEW,1,,CPX
MOTOR CYCLE,LUYUAN,MS70 Z23E,CHINA,ELECTRIC,1.2,GALLE,BRAND NEW,2,,MS70 Z23E
MOTOR CYCLE,TAILG,SAI BEI,CHINA,ELECTRIC,1.5,HAMBANTOTA,BRAND NEW,4,,SAI BEI
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,2,,ZS
MOTOR CYCLE,DYNAMIC,SL,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,1,,SL
LAND VEHICLE,NEW HOLLAND,4710,INDIA,DIESEL,2700.0,ANURADHAPURA,BRAND NEW,1,,4710
LAND VEHICLE (SMALL),KUBOTA,SP 155,THAILAND,DIESEL,770.0,BADULLA,BRAND NEW,1,,SP 155
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,MATALE,BRAND NEW,1,,EPOC H
MOTOR CYCLE,NWOW,WSP,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,1,,WSP
MOTOR CYCLE,NWOW,WSP,CHINA,ELECTRIC,1.5,KALUTARA,BRAND NEW,1,,WSP
LAND VEHICLE (SMALL),FARM MASTER,RT 90,CHINA,DIESEL,487.0,MATALE,BRAND NEW,1,,RT 90
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,BATTICALOA,BRAND NEW,1,,YUVO TECH PLUS 575DI
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,AMPARA,BRAND NEW,2,,XGW
CAR,HYUNDAI,GRAND I10,SRI LANKA,PETROL,1197.0,COLOMBO,BRAND NEW-L/ASSEMBLE,9,,GRAND I10
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,MATARA,BRAND NEW-L/ASSEMBLE,14,,TVS XL 100
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,ANURADHAPURA,BRAND NEW-L/ASSEMBLE,265,,CT 100 ES
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.79,HAMBANTOTA,BRAND NEW-L/ASSEMBLE,68,,NTORQ 125
